Entry,Entry Name,Protein names,Gene Names,Gene Ontology (GO)
A8K6C2,A8K6C2_HUMAN,"Chorionic somatomammotropin hormone 1 isoform 1 (Growth hormone B3) (HCG1749481, isoform CRA_c) (HCG1749481, isoform CRA_e) (HCG1749481, isoform CRA_i) (cDNA FLJ75407, highly similar to Homo sapiens chorionic somatomammotropin hormone 1 (placental lactogen) (CSH1), transcript variant 1, mRNA)",GHB3 CSH1 hCG_1749481,extracellular space [GO:0005615]; growth factor activity [GO:0008083]; growth hormone receptor binding [GO:0005131]; hormone activity [GO:0005179]; metal ion binding [GO:0046872]; animal organ development [GO:0048513]; growth hormone receptor signaling pathway [GO:0060396]; positive regulation of growth [GO:0045927]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; response to nutrient levels [GO:0031667]
A8K6I5,A8K6I5_HUMAN,Signal transducer and activator of transcription,,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; growth hormone receptor signaling pathway via JAK-STAT [GO:0060397]; lactation [GO:0007595]; regulation of cell population proliferation [GO:0042127]"
A8K6Q6,A8K6Q6_HUMAN,cDNA FLJ78639,,external side of plasma membrane [GO:0009897]; signaling receptor binding [GO:0005102]; regulation of cytokine production [GO:0001817]; T cell receptor signaling pathway [GO:0050852]
A8K6Q7,A8K6Q7_HUMAN,"cDNA FLJ76889, highly similar to Homo sapiens butyrophilin, subfamily 3, member A3 (BTN3A3), transcript variant 1, mRNA",,external side of plasma membrane [GO:0009897]; signaling receptor binding [GO:0005102]; regulation of cytokine production [GO:0001817]; T cell receptor signaling pathway [GO:0050852]
A8K852,A8K852_HUMAN,Platelet-derived growth factor subunit A (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide),,extracellular space [GO:0005615]; membrane [GO:0016020]; growth factor activity [GO:0008083]; platelet-derived growth factor receptor binding [GO:0005161]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of cell division [GO:0051781]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of protein autophosphorylation [GO:0031954]
A8K881,A8K881_HUMAN,"Interferon gamma receptor 2 (Interferon gamma transducer 1), isoform CRA_a (cDNA FLJ78008, highly similar to Human clone pSK1 interferon gamma receptor accessory factor-1 (AF-1) mRNA) (cDNA, FLJ94659, highly similar to Homo sapiens interferon gamma receptor 2 (interferon gammatransducer 1) (IFNGR2), mRNA)",IFNGR2 hCG_401179,membrane [GO:0016020]; cytokine receptor activity [GO:0004896]; defense response to virus [GO:0051607]; microglial cell activation [GO:0001774]
A8K910,A8K910_HUMAN,Tyrosine-protein kinase (EC 2.7.10.2),,cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; growth hormone receptor binding [GO:0005131]; histone binding [GO:0042393]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; chromatin organization [GO:0006325]; cytokine-mediated signaling pathway [GO:0019221]; erythrocyte differentiation [GO:0030218]; growth hormone receptor signaling pathway via JAK-STAT [GO:0060397]; intracellular signal transduction [GO:0035556]; positive regulation of cell population proliferation [GO:0008284]; regulation of apoptotic process [GO:0042981]; regulation of cell adhesion [GO:0030155]; regulation of multicellular organismal process [GO:0051239]
A8K9J6,A8K9J6_HUMAN,cDNA FLJ78024,,external side of plasma membrane [GO:0009897]; signaling receptor binding [GO:0005102]; regulation of cytokine production [GO:0001817]; T cell receptor signaling pathway [GO:0050852]
A8MVZ5,BTNLA_HUMAN,Putative butyrophilin-like protein 10 pseudogene,BTNL10P BTNL10,external side of plasma membrane [GO:0009897]; signaling receptor binding [GO:0005102]; regulation of cytokine production [GO:0001817]; T cell receptor signaling pathway [GO:0050852]
A8YQE4,A8YQE4_HUMAN,Interferon gamma (IFN-gamma),IFNG,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; type II interferon receptor binding [GO:0005133]; adaptive immune response [GO:0002250]; defense response to virus [GO:0051607]; humoral immune response [GO:0006959]
A9UGY9,A9UGY9_HUMAN,Autophagy protein 5,ATG5 hCG_32959,Atg12-Atg5-Atg16 complex [GO:0034274]; autophagosome [GO:0005776]; axon [GO:0030424]; axoneme [GO:0005930]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; phagophore assembly site membrane [GO:0034045]; Atg8-family ligase activity [GO:0019776]; aggrephagy [GO:0035973]; antigen processing and presentation of endogenous antigen [GO:0019883]; autophagosome assembly [GO:0000045]; blood vessel remodeling [GO:0001974]; cardiac muscle cell apoptotic process [GO:0010659]; cellular response to nitrogen starvation [GO:0006995]; cellular response to nitrosative stress [GO:0071500]; chaperone-mediated autophagy [GO:0061684]; chromatin organization [GO:0006325]; establishment of localization in cell [GO:0051649]; heart contraction [GO:0060047]; mitophagy [GO:0000423]; mucus secretion [GO:0070254]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of defense response to virus [GO:0050687]; negative regulation of innate immune response [GO:0045824]; negative regulation of phagocytosis [GO:0050765]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of type I interferon production [GO:0032480]; negative stranded viral RNA replication [GO:0039689]; negative thymic T cell selection [GO:0045060]; nucleophagy [GO:0044804]; otolith development [GO:0048840]; positive regulation of mucus secretion [GO:0070257]; positive regulation of stress granule assembly [GO:0062029]; protein ubiquitination [GO:0016567]; regulation of cilium assembly [GO:1902017]; regulation of cytokine production involved in immune response [GO:0002718]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; response to fluoride [GO:1902617]; response to fungus [GO:0009620]; response to iron(II) ion [GO:0010040]; response to xenobiotic stimulus [GO:0009410]; vasodilation [GO:0042311]; ventricular cardiac muscle cell development [GO:0055015]
A9UJN9,A9UJN9_HUMAN,Platelet-derived growth factor subunit B (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide),PDGFB,extracellular region [GO:0005576]; membrane [GO:0016020]; growth factor activity [GO:0008083]; positive regulation of cell division [GO:0051781]; positive regulation of cell population proliferation [GO:0008284]
A9UJP0,A9UJP0_HUMAN,Platelet-derived growth factor subunit B (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide),PDGFB,extracellular region [GO:0005576]; membrane [GO:0016020]; growth factor activity [GO:0008083]; positive regulation of cell division [GO:0051781]; positive regulation of cell population proliferation [GO:0008284]
B0JFA2,B0JFA2_HUMAN,Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1),IL4,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; interleukin-4 receptor binding [GO:0005136]; B cell activation [GO:0042113]; B cell costimulation [GO:0031296]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; innate immune response in mucosa [GO:0002227]; microglial cell activation [GO:0001774]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of acute inflammatory response [GO:0002674]; negative regulation of chronic inflammatory response [GO:0002677]; negative regulation of complement-dependent cytotoxicity [GO:1903660]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of epithelial cell migration [GO:0010633]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; negative regulation of macrophage activation [GO:0043031]; negative regulation of T-helper 17 cell differentiation [GO:2000320]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of eosinophil chemotaxis [GO:2000424]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of isotype switching to IgE isotypes [GO:0048295]; positive regulation of isotype switching to IgG isotypes [GO:0048304]; positive regulation of macroautophagy [GO:0016239]; positive regulation of mast cell degranulation [GO:0043306]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of mononuclear cell migration [GO:0071677]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of receptor-mediated endocytosis [GO:0048260]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; T-helper 2 cell differentiation [GO:0045064]
B0QY07,B0QY07_HUMAN,Colony stimulating factor 2 receptor subunit beta,CSF2RB,cell surface receptor signaling pathway [GO:0007166]
B0QYC0,B0QYC0_HUMAN,Interleukin-2 receptor subunit beta,IL2RB,membrane [GO:0016020]; cell surface receptor signaling pathway [GO:0007166]
B0QYC1,B0QYC1_HUMAN,Interleukin-2 receptor subunit beta,IL2RB,membrane [GO:0016020]; cell surface receptor signaling pathway [GO:0007166]
B0QYC2,B0QYC2_HUMAN,Interleukin-2 receptor subunit beta,IL2RB,
B0YJ28,B0YJ28_HUMAN,Interleukin-18 (IL-18),IL18,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; cellular response to lipopolysaccharide [GO:0071222]; cytokine-mediated signaling pathway [GO:0019221]; immune response [GO:0006955]; inflammatory response [GO:0006954]; positive regulation of cytokine production [GO:0001819]
B1A4G6,B1A4G6_HUMAN,"Growth hormone 1 isoform 1 (Growth hormone B5) (HCG1749481, isoform CRA_s)",GH1 GHB5 hCG_1749481,extracellular space [GO:0005615]; growth factor activity [GO:0008083]; growth hormone activity [GO:0070186]; growth hormone receptor binding [GO:0005131]; metal ion binding [GO:0046872]; animal organ development [GO:0048513]; growth hormone receptor signaling pathway [GO:0060396]; positive regulation of growth [GO:0045927]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; response to nutrient levels [GO:0031667]
B1A4G7,B1A4G7_HUMAN,"Growth hormone 1 isoform 2 (HCG1749481, isoform CRA_aa)",GH1 hCG_1749481,extracellular space [GO:0005615]; growth factor activity [GO:0008083]; growth hormone activity [GO:0070186]; growth hormone receptor binding [GO:0005131]; metal ion binding [GO:0046872]; animal organ development [GO:0048513]; growth hormone receptor signaling pathway [GO:0060396]; positive regulation of growth [GO:0045927]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; response to nutrient levels [GO:0031667]
B1A4G9,B1A4G9_HUMAN,"Growth hormone 1 (HCG1749481, isoform CRA_g)",GH1 hCG_1749481,extracellular region [GO:0005576]; hormone activity [GO:0005179]; metal ion binding [GO:0046872]
B1A4H2,B1A4H2_HUMAN,"Chorionic somatomammotropin hormone 1 (HCG1749481, isoform CRA_d) (HCG1749481, isoform CRA_w) (HCG1749481, isoform CRA_y)",CSH1 hCG_1749481,extracellular region [GO:0005576]; hormone activity [GO:0005179]; metal ion binding [GO:0046872]
B1A4H9,B1A4H9_HUMAN,Chorionic somatomammotropin hormone 2 isoform 3,CSH2,extracellular space [GO:0005615]; growth factor activity [GO:0008083]; growth hormone receptor binding [GO:0005131]; hormone activity [GO:0005179]; metal ion binding [GO:0046872]; animal organ development [GO:0048513]; growth hormone receptor signaling pathway [GO:0060396]; positive regulation of growth [GO:0045927]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of tyrosine phosphorylation of STAT protein [GO:0042531]; response to nutrient levels [GO:0031667]
B1AJW0,B1AJW0_HUMAN,Fibroblast growth factor (FGF),FGF13,dendrite [GO:0030425]; filopodium [GO:0030175]; growth cone [GO:0030426]; microtubule [GO:0005874]; sarcolemma [GO:0042383]; growth factor activity [GO:0008083]; nervous system development [GO:0007399]
B1AKZ9,B1AKZ9_HUMAN,Bone morphogenetic protein 7,BMP7,extracellular region [GO:0005576]; growth factor activity [GO:0008083]
B1AL00,B1AL00_HUMAN,Bone morphogenetic protein 7,BMP7,extracellular region [GO:0005576]; growth factor activity [GO:0008083]
B2C8Z3,B2C8Z3_HUMAN,Transforming growth factor beta 1,TGFB1,extracellular space [GO:0005615]; cytokine activity [GO:0005125]; transforming growth factor beta receptor binding [GO:0005160]; regulation of cell population proliferation [GO:0042127]; transforming growth factor beta receptor signaling pathway [GO:0007179]
B2R4J7,B2R4J7_HUMAN,C-X-C motif chemokine,,extracellular space [GO:0005615]; chemokine activity [GO:0008009]; defense response [GO:0006952]; immune response [GO:0006955]
B2R5J8,B2R5J8_HUMAN,C-C motif chemokine,,extracellular space [GO:0005615]; chemokine activity [GO:0008009]; immune response [GO:0006955]; positive regulation of T cell chemotaxis [GO:0010820]
B2R5Y4,B2R5Y4_HUMAN,"cDNA, FLJ92684, highly similar to Homo sapiens IK cytokine, down-regulator of HLA II (IK), mRNA",,"nucleus [GO:0005634]; mRNA splicing, via spliceosome [GO:0000398]"
B2R680,B2R680_HUMAN,Signal transducer and activator of transcription,,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; growth hormone receptor signaling pathway via JAK-STAT [GO:0060397]; regulation of cell population proliferation [GO:0042127]"
